mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__filter_p,param_model__stride_c,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
29.52455587387085,1.148249126089768,0.06229310035705567,0.011934930856596993,!*,2,"{'model__filter_p': '!*', 'model__stride_c': 2}",0.9285714285714286,0.5,0.7857142857142857,0.8571428571428571,0.6071428571428571,0.7357142857142858,0.1590789817951435,1
22.38166356086731,8.725236224697866,0.05841193199157715,0.025181697976731324,!*,3,"{'model__filter_p': '!*', 'model__stride_c': 3}",0.9285714285714286,0.5,0.7857142857142857,0.8571428571428571,0.5357142857142857,0.7214285714285714,0.17261494247992246,2
